0.11,0.248
0.28,0.374
0.53,0.35
0.12,0.354
0.36,0.262
0.26,0.301
0.32,0.283
0.87,0.34
0.38,0.327
0.57,0.289
0.65,0.327
0.57,0.293
2.48,0.338
0.49,0.213
1.83,0.401
4.03,0.357
3.36,0.389
1.9,0.278
2.96,0.424
1.34,0.327
0.9,0.337
0.95,0.182
2.34,0.489
3.4,0.363
2.35,0.316
3.72,0.286
3.39,0.368
2.75,0.265
3.59,0.45
